filename,thfilename,folder,date,fav,show,de,en,es
P1020866_small.JPG,P1020866_thumb.JPG,november,2016:11:12 13:59:15,,x,,,
DSCF2782_small.JPG,DSCF2782_thumb.JPG,november,2016:11:12 13:59:49,,x,,,
P1020871_small.JPG,P1020871_thumb.JPG,november,2016:11:12 14:00:03,,x,,,
P1020872_small.JPG,P1020872_thumb.JPG,november,2016:11:12 14:00:26,,x,,,
P1020880_small.JPG,P1020880_thumb.JPG,november,2016:11:12 14:04:26,,x,,,
P1020889_small.JPG,P1020889_thumb.JPG,november,2016:11:12 15:24:22,,x,,,
P1020890_small.JPG,P1020890_thumb.JPG,november,2016:11:12 15:41:32,,x,,,
DSCF2789_small.JPG,DSCF2789_thumb.JPG,november,2016:11:12 16:47:00,,x,,,
DSCF2790_small.JPG,DSCF2790_thumb.JPG,november,2016:11:12 16:47:08,,x,,,
P1020897_small.JPG,P1020897_thumb.JPG,november,2016:11:12 16:49:30,,x,,,
DSCF2794_small.JPG,DSCF2794_thumb.JPG,november,2016:11:12 17:02:07,,x,,,
DSCF2795_small.JPG,DSCF2795_thumb.JPG,november,2016:11:12 17:56:07,,x,,,
P1020911_small.JPG,P1020911_thumb.JPG,october,2016:11:12 17:58:53,,x,,,
P1020912_small.JPG,P1020912_thumb.JPG,november,2016:11:12 18:24:14,,x,,,
P1020914_small.JPG,P1020914_thumb.JPG,november,2016:11:12 18:29:42,,x,,,
P1020916_small.JPG,P1020916_thumb.JPG,november,2016:11:12 18:46:32,,x,,,
DSCF2800_small.JPG,DSCF2800_thumb.JPG,november,2016:11:12 18:52:00,,x,,,
P1020935_small.JPG,P1020935_thumb.JPG,november,2016:11:12 20:19:08,,x,,,
IMG_20161120_192125_small.jpg,IMG_20161120_192125_thumb.jpg,november,2016:11:20 19:21:26,,x,,,
DSCF2842_small.JPG,DSCF2842_thumb.JPG,november,2016:11:23 13:03:14,,x,,,
IMG_20170108_185404.jpg,IMG_20170108_185404thumb.jpg,december,2016:11:23 13:03:14,,x,,,
IMG_20161207_185719_small.jpg,IMG_20161207_185719_thumb.jpg,november,2016:11:23 16:37:03,,x,,,
DSCF2868_small.JPG,DSCF2868_thumb.JPG,november,2016:11:23 19:11:52,,x,,,
DSCF2878_small.JPG,DSCF2878_thumb.JPG,november,2016:11:23 21:12:29,x,x,Netter Ort zum campen an der Magellanstraße,Nice spot to camp at the Strait of Magellan,Lindo lugar para acampar al Estrecho de Magellanes
DSCF2882_small.JPG,DSCF2882_thumb.JPG,november,2016:11:24 11:35:43,,x,,,
DSCF2894_small.JPG,DSCF2894_thumb.JPG,november,2016:11:25 11:53:19,,x,,,
DSCF2905_small.JPG,DSCF2905_thumb.JPG,november,2016:11:25 15:57:26,,x,,,
P1020991_small.JPG,P1020991_thumb.JPG,november,2016:11:26 10:06:21,,x,,,
P1020999_small.JPG,P1020999_thumb.JPG,november,2016:11:29 11:19:03,,x,,,
DSCF2912_small.JPG,DSCF2912_thumb.JPG,november,2016:11:30 09:45:43,x,x,Panaderia La Union - Schlafsaal für Fahrradfahrer,Panaderia La Union - Dorm for cycle tourists,Panaderia La Union - Camas para los ciclistas
P1030008_small.JPG,P1030008_thumb.JPG,november,2016:11:30 16:58:32,,x,,,
DSCF2931_small.JPG,DSCF2931_thumb.JPG,november,2016:12:01 00:25:04,,x,,,
DSCF2934_small.JPG,DSCF2934_thumb.JPG,november,2016:12:01 01:35:34,,x,,,
DSCF2936_small.JPG,DSCF2936_thumb.JPG,november,2016:12:01 15:57:58,,x,,,
P1030024_small.JPG,P1030024_thumb.JPG,december,2016:12:01 19:50:16,,x,,,
P1030041_small.JPG,P1030041_thumb.JPG,december,2016:12:02 13:09:37,x,x,Aussicht über Ushuaia und Magellanstraße,View over Ushuaia and Strait of Magellan,Vista sur Ushuaia y el Estrecho de Magellanes
DSCF2950_small.JPG,DSCF2950_thumb.JPG,december,2016:12:02 14:08:51,,x,,,
DSCF2959_small.JPG,DSCF2959_thumb.JPG,december,2016:12:02 14:31:55,,x,,,
P1030092_small.JPG,P1030092_thumb.JPG,december,2016:12:03 16:32:00,,x,,,
DSCF2971_small.JPG,DSCF2971_thumb.JPG,december,2016:12:03 18:01:52,,x,,,
DSCF2977_small.JPG,DSCF2977_thumb.JPG,december,2016:12:03 18:24:22,,x,,,
P1030137_small.JPG,P1030137_thumb.JPG,december,2016:12:03 18:27:31,,x,,,
P1030143_small.JPG,P1030143_thumb.JPG,december,2016:12:03 18:30:13,,x,,,
P1030163_small.JPG,P1030163_thumb.JPG,december,2016:12:03 19:02:34,,x,,,
DSCF2986_small.JPG,DSCF2986_thumb.JPG,december,2016:12:03 20:48:25,,x,,,
P1030180_small.JPG,P1030180_thumb.JPG,december,2016:12:04 11:38:23,,x,,,
P1030202_small.JPG,P1030202_thumb.JPG,december,2016:12:04 14:29:18,,x,,,
P1030214_small.JPG,P1030214_thumb.JPG,december,2016:12:05 09:25:52,,x,,,
DSCF3008_small.JPG,DSCF3008_thumb.JPG,december,2016:12:05 09:45:25,,x,,,
P1030241_small.JPG,P1030241_thumb.JPG,december,2016:12:05 10:25:27,,x,,,
P1030283_small.JPG,P1030283_thumb.JPG,december,2016:12:05 13:17:55,,x,,,
DSCF3023_small.JPG,DSCF3023_thumb.JPG,december,2016:12:05 18:37:10,,x,,,
DSCF3033_small.JPG,DSCF3033_thumb.JPG,december,2016:12:06 15:18:54,,x,,,
P1030322_small.JPG,P1030322_thumb.JPG,december,2016:12:06 20:18:09,,x,,,
P1030326_small.JPG,P1030326_thumb.JPG,december,2016:12:06 20:30:31,,x,,,
P1030337_small.JPG,P1030337_thumb.JPG,december,2016:12:07 14:03:48,,x,,,
P1030342_small.JPG,P1030342_thumb.JPG,december,2016:12:07 14:09:03,,x,,,
DSCF3093_small.JPG,DSCF3093_thumb.JPG,december,2016:12:11 15:00:32,,x,,,
DSCF3104_small.JPG,DSCF3104_thumb.JPG,december,2016:12:22 15:29:16,,x,,,
P1030372_small.JPG,P1030372_thumb.JPG,december,2016:12:22 18:37:57,,x,,,
IMG_20161225_212303_small.JPG,IMG_20161225_212303_thumb.JPG,december,2016:12:23 15:00:04,,x,,,
DSCF3150_small.JPG,DSCF3150_thumb.JPG,december,2016:12:23 16:20:30,,x,,,
IMG_3857_small.JPG,IMG_3857_thumb.JPG,december,2016:12:23 17:11:19,,x,,,
DSCF3154_small.JPG,DSCF3154_thumb.JPG,december,2016:12:23 19:09:09,,x,,,
DSCF3204_small.JPG,DSCF3204_thumb.JPG,december,2016:12:25 12:38:51,,x,,,
DSCF3224_small.JPG,DSCF3224_thumb.JPG,december,2016:12:25 12:49:44,,x,,,
DSCF3258_small.JPG,DSCF3258_thumb.JPG,december,2016:12:26 06:44:26,,x,,,
DSCF3258_small_mod.JPG,DSCF3258_thumb_mod.JPG,december,2016:12:26 06:44:26,,x,,,
P1030422_small.JPG,P1030422_thumb.JPG,december,2016:12:28 17:42:48,,x,,,
P1030428_small.JPG,P1030428_thumb.JPG,december,2016:12:30 12:21:14,,x,,,
P1030452_small.JPG,P1030452_thumb.JPG,december,2016:12:30 14:38:37,,x,,,
DSCF3308_small.JPG,DSCF3308_thumb.JPG,december,2017:01:02 09:40:53,,x,,,
P1030499_small.JPG,P1030499_thumb.JPG,december,2017:01:04 12:52:04,,x,,,
P1030524_small.JPG,P1030524_thumb.JPG,december,2017:01:04 15:26:47,,x,,,
P1030528_small.JPG,P1030528_thumb.JPG,january,2017:01:04 15:27:57,,x,,,
P1030540_small.JPG,P1030540_thumb.JPG,january,2017:01:06 11:12:00,,x,,,
